PROFONDEUR_TOIT	PROFONDEUR_BASE	ID_UNITE_GEOL	NPXY
3	4.3	29508	7d1
6	9.1	20096	9a
54.4	57	29746	8b
10	24	29752	6e2
0.15	1	29749	2d
35.6	35.9	29742	6d
1.5	3	29740	5cb2
52	53	29756	14-15b
8.6	10.2	29741	4b
26.5	37.2	29752	6d12
0.3	3.3	29758	5c2
50.3	50.7	29745	7a
1	3	29750	5c2
40.9	43.3	29742	6d12
3.3	3.8	29758	5a
6	6.5	29759	4b
49	50	29762	14-15e
49.4	50.3	29745	7c1
50.9	52	29756	14-15e
10	34.65	29760	6e2
9.2	10	29759	4a
4.8	6	29759	4bc
47.8	49	29762	14-15,3
48	49.4	29745	7c1
10.2	29.9	29742	6e2
0.5	1.5	29739	2a
0.05	0.5	29739	2a
6.5	7.2	29751	4b
6.5	9.2	29759	4a
44.4	46.7	29744	8a
34.65	47.8	29761	7c1
43.6	43.7	29743	7c12
47.1	48	29745	7c1
0	0.3	29757	2
43.7	44.4	29744	8b
47	49.4	29756	14-15e,3
0	0.05	29739	2
50.7	54.4	29745	7c1
3	5.3	29740	5d2
57	62.8	29747	7c1
41.1	42	29754	8c
43.3	43.6	29743	7c1
35.9	38.9	29742	6e12
70.5	79.5	29748	14-15e
0	0.15	29749	2
42	47	29755	7c1
3.8	4.8	29758	5e2
7.2	9	29751	4a
67.5	70.5	29748	14-15ae
24	26.5	29752	6e12
3	6.5	29750	5d2
62.8	64.5	29748	14-15,3
66	67.5	29748	14-15e
38.9	40.9	29742	6e
64.5	66	29748	14-15c
49.4	50.9	29756	14-15ae
5.3	8.6	29741	4a
37.2	41.1	29753	7c1
9	10	29751	4ab
43.3	43.4	29743	7c1
29.9	35.6	29742	6e12
46.7	47.1	29744	8a
9.5	22	29766	6e2
45	46.5	29769	7c1
7.2	9	29773	4a
36	37	29775	7cb1
6.5	7.2	29773	4a
31	33	29766	6e
0	1	29771	2d
9	9.5	29773	4ab
31	33	29774	6e12
1	3	29772	5c2
3	6.5	29772	5e2
46.5	51	29770	14-15e,3
46.3	47.5	29776	14-15e,3
33	36.7	29766	6d12
35	36	29775	7c1
0	1	29763	2d
6.5	7.2	29765	4b
9	9.5	29765	4ab
37	45.3	29775	7ca1
45.3	46	29776	14-15d,3
29	31	29774	6d12
1	3	29764	5c
22	29	29766	6e12
42.9	43.6	29767	7c1
7.2	9	29765	4a
43.6	45	29768	8a
22	29	29774	6e12
51	54	29770	14-15e
29	31	29766	6d12
46	46.3	29776	14-15b2
3	6.5	29764	5e2
36.7	42.9	29767	7
33	35	29774	6d12
9.5	22	29774	6e2
0	2.4	29802	2
21	30	16521	9a
0.55	4.3	29793	2d2
0	0.3	29799	1-2
2.8	3.2	29800	6c12
3	5.6	29788	7d1
0	0.5	29806	2
8	11.2	19913	9a
5	6.9	29802	2
2.15	2.8	29800	6c12
5.6	6.6	29789	8d1
0.3	1.45	29795	6c
19.1	21	29805	7c1
0	0.3	29794	1
3.2	13.7	29798	7d1
0.5	1.75	29806	2
3.2	4	29800	6c12
0	2.8	29783	2d2
1.25	2.15	29800	6c12
0.3	1.25	29799	1-2
2.2	9.7	29796	7c
4.65	9.1	29801	7c1
0.3	3	29787	6d1
6.6	8	29790	7c1
4	4.65	29800	6c12
0.3	2	29785	2d2
1.75	3.7	29806	2
18	28.5	20197	9a
0	1.4	29797	2d2
15	15.6	29803	4a
3.7	7.3	29806	2
0	0.3	29784	1
6.9	8	29802	2
1.45	2.2	29795	6d1
20	30	20458	9a
13	14	29802	2
2.4	5	29802	2
8	13	29802	2
0	0.3	29786	1
15.6	19.1	29804	6c1
7.9	20	29807	7c1
13.7	18	29798	7c1
0	1	29791	4a
7.3	7.9	29806	2
1.4	3.2	29798	7c
14	15	29802	2
1.65	9.65	29836	1-2
0	0.3	29836	1-2
0.3	1.65	29836	1-2
22.3	26	29838	7d1
11.5	22.3	29838	7c1
26	35	17600	9a
9.65	11.5	29837	6e1
0.5	1.15	29868	1-2
0.6	3.2	29935	7c1
1.15	10	29869	6d1
11.1	12.7	29941	7c1
0	0.15	29924	3
0.2	0.6	29891	6c1
14	45.5	19745	9a
0.2	2	29939	2
6.8	7.3	29897	6d2
0.25	4.4	29914	6d1
17.6	30	17057	9a
0	0.1	29878	1
0	0.3	29905	1
0	0.25	29913	1
1.4	11.7	29921	7d1
0.8	9.6	29847	7d1
25	35	19061	9a
6.5	12	29849	7c1
5.9	6.3	29866	8b
4.6	6.4	29881	6d12
0.4	0.8	29902	3
0.4	1.1	29852	1-2
16	30	21999	9a
12.6	15.5	29899	8e1
0	0.7	29848	1
0.2	0.9	29896	3
0.15	0.35	29927	1
0.1	0.9	29878	1
11.4	15	19370	9a
0	0.6	29934	2
0.3	1.3	29839	1-2
3	11.5	29839	1-2
6.9	9.2	29940	6c1
0	0.5	29868	1-2
21.3	31.8	20907	9a
0	0.4	29852	1-2
0.6	0.8	29850	1-2
0.5	2.15	29872	6d1
1.2	3.9	29931	7c1
1.7	3.5	29891	6d1
0.2	4.8	29886	6d1
0.8	1.4	29921	7d,3
0.75	1.1	29924	3
12	20	16694	9a
0	0.4	29936	2
0	0.2	29861	1-2
11.5	14	29839	1-2
0	0.1	29864	2
14	25	29840	7c1
2.3	5.2	29903	6d12
1.3	7.2	29858	7d1
2.45	23.3	29842	7c1
16.6	30	18602	9a
0	3.5	29859	1-2
0.15	0.75	29924	3
4.1	8.5	29938	7c1
4.2	6.8	29897	6d12
14.7	17.6	29883	8c1
3.55	16	29845	7c1
0	2.2	29843	2
6	6.9	29939	2
23.3	30	17483	9a
9.8	16.3	29888	8c1
0.2	1	29861	1-2
0.7	4.6	29881	6d1
0	0.6	29850	1-2
0	0.2	29939	2
1.3	3	29839	1-2
2	3.9	29939	2
11.4	20	22295	9a
11.6	12	19680	9a
4.4	24.2	29915	7c1
15.1	25	17376	9a
7.2	12.05	29931	7c1
4.8	5.6	29887	7c2
14.45	16	18739	9a
12.5	20	17579	9a
0	0.4	29932	1-2
0.8	4.2	29906	6d12
7.3	12.6	29898	7c1
0	0.2	29880	1
8	23.7	29912	7c1
0.1	1	29876	1
1	1.9	29876	1
1.3	6.6	29863	7d1
0	1	29916	2
0	0.3	29841	1-2
11.2	15	10423	9a
0.3	0.8	29906	6c1
12.7	24.6	29941	7c1
14.5	16.6	29894	7c1
3.2	7	29935	7c1
0.8	5.9	29865	7d1
2.5	5.7	29917	6d1
4.9	6.7	29933	7d1
15.8	25	21021	9a
0.35	4.3	29911	6e1
6.7	21.2	17364	9a
0	0.3	29839	1-2
2.2	3.55	29844	6e1
0	0.1	29876	1
1	1.3	29862	3
0.8	2.3	29903	6d1
0.5	0.8	29920	3d
1	2.5	29916	2
10.3	13.2	29908	8d1
0	0.2	29890	1
6.5	12	29851	7c1
9.4	13.7	29938	7c1
7	11.4	29855	7c1
9.2	9.6	29941	7c1
1.9	11.4	29877	7c1
6.6	11.2	29863	7c1
0	0.2	29895	1
9.6	12.5	29847	7c1
0.4	4.9	29933	7c1
0.8	6.5	29851	7d1
13.7	16	10964	9a
0.2	0.8	29864	2
0.6	1.7	29891	6d2
8.5	9.4	29938	7c1
8.6	10.3	29907	7c1
9.2	11.6	29867	7c1
17.6	20.1	29884	7c1
20.5	25	20002	9a
0.9	1.3	29857	6d1,3
0	0.4	29901	1
0	0.3	29871	1-2
0	0.15	29927	1
0.2	0.7	29881	6c1
12	15	22156	9a
3.5	5.85	29891	6d12
0.9	4.2	29897	6d1
0.3	1.75	29841	1-2
18.7	32.5	15960	9a
10.6	14.5	29893	8c1
3.5	14	29860	7d
0.3	0.5	29871	1-2
1.8	2.75	29854	6d1
0	0.5	29919	2
1.1	1.8	29853	3
0	0.2	29885	1
3.9	7.2	29931	7c1
12	20	16695	9a
0	0.1	29925	1
5.6	9.8	29887	7c1
11.7	12.6	29922	8a
5.2	15.8	29904	7c1
10.8	11.1	29941	7c1
0	0.4	29929	1
2.3	4.1	29937	6c1
7	8.8	29935	7c1
0.7	6.5	29849	7d1
2.15	6	29873	7d12
5.85	10.6	29892	7c1
12.6	18.7	29923	7c1
24.6	32.4	10966	9a
15.5	20.5	29900	7c1
0.35	1.9	29926	3
3.9	6	29939	2
6.4	14.7	29882	7c1
10	14.45	29870	7c1
16.3	17.6	29889	7c1
9.6	10.8	29941	7c1
0	0.9	29856	1
20.1	30	17388	9a
7.2	12	29858	7c1
14.8	20	19025	9a
4.2	8.6	29906	6d2
0	0.35	29910	2
0	0.8	29846	1
2.75	7	29855	7d1
0.1	0.2	29864	2
0.1	0.35	29925	1
0.4	2.3	29936	2
8.8	13.1	10962	9a
0.35	1.6	29928	7c1
5.7	21.3	29918	7c1
0.9	14.8	29879	7c1
0	1.2	29930	1-2
6.3	9.2	29867	7d1
4.3	8	29912	7d1
1.75	2.45	29841	1-2
13.2	15.1	29909	7c1
6	14	20169	9a
49.35	52.8	1268	9a
24.8	25.08	1268	9ae
0	0.2	1215	1
0	3.3	1270	2
11.2	17.45	1272	7e
52.95	54.25	1268	9ab
46.75	47.35	1268	9a
4.25	4.95	24249	6b
22.95	24.7	1268	9ab
63.55	64.85	1269	12e
56.75	57.3	1268	9ab
17.45	19.45	1272	7eb
27.35	27.75	1268	9b
4.95	5.53	24249	6e
64.85	65.55	1269	12ea
38.85	46.75	1268	9a
13.8	74.8	1217	9a
25.08	27.35	1268	9ba
9.25	10.6	1272	7eb
10.8	10.95	1272	7ab
56.55	56.75	1268	9eb
19.45	22.95	1272	7eb
54.95	56.55	1268	9ae
59.05	63.55	1269	12ec
24.7	24.8	1268	9b
65.55	67.75	1269	12cb
38.45	38.85	1268	9ab
57.3	59.05	1269	12ea
10.6	10.8	1272	7ae
47.35	47.75	1268	9ab
33	35	1268	9ba
38.15	38.45	1268	9c
10.95	11.2	1272	7eb
37.5	38.15	1268	9a
35	35.1	1268	9bc
27.75	28.15	1268	9ba
47.75	49.35	1268	9ab
5.53	9.25	1272	7e
54.25	54.95	1268	9e
3.3	4.3	1271	1
28.15	29.95	1268	9ab
29.95	33	1268	9ab
52.8	52.95	1268	9
0.2	14	1216	6e
35.1	37.5	1268	9ab
1	1.8	30092	2
0	0.2	30031	2
11.7	13.1	30083	7c1
5.8	6.6	29959	7c,3
6.7	7.6	29967	6d2
6.7	9.4	16539	9a,3
3.6	3.9	29954	2
1.2	1.7	30031	2
8.9	10.2	29948	7c1
3.1	18.2	30013	7c1
4.3	5.1	29964	6c2
0	0.1	30018	1-2
2.2	25.9	30071	7d1
1.4	2.8	29990	2
4	5.2	29947	6c1
12.3	13.8	29992	8c1
5.1	6.5	29965	7c1
0.1	0.8	30070	2
19.8	25.9	30068	8e1
0	0.2	29996	2
2.1	2.9	30080	1-2
0.7	1.7	29964	6c1
0	0.8	30025	2
1.7	3.2	29964	6c1
0	0.4	29960	1-2
1.1	2.3	30036	6e1
0.9	2.4	30012	6d12
8.8	9.7	30061	8b
1.5	1.8	29985	3
1.6	3	29957	2
25.5	26	30000	8e1
3.1	5.9	30033	6e1
16.3	17	10968	9a
5	5.7	30082	6d1
32.6	42.1	30077	7c1
11.4	12.3	29991	7c1
0.9	6.8	30019	6d1
0.4	1.65	25487	1-2
0.4	1.7	30066	3
32	56.4	10990	12d1
2.1	2.9	29997	3
9.8	11	29999	7e1
0.5	1.25	30045	3
3.6	4.4	29957	2
3	3.6	29957	2
1.8	1.9	30080	1-2
0	0.8	29990	2
4	5.2	29970	6c1
7	8	10976	9a
4.4	5.8	29958	3
5.9	14.8	30017	7c1
0.3	0.5	30045	3
2.9	5	30081	3
6.2	8.9	29948	7c1
13.8	14.9	29993	7c1
7.3	14.8	30034	7c1
0.2	1.6	30096	2
8.4	10.5	25489	9b
2.2	6.7	29967	6c2
0.45	1.7	29981	3
0.4	1.2	30031	2
22.8	26	29953	7c1
12.3	35	17181	9a
0.5	0.8	29996	2
2.8	11.4	29991	7e1
0	0.3	30088	2
2	2.8	29962	7c,3
0	0.4	29963	1-2
8	10.3	10976	9a
1.1	1.9	30078	1-2
3.9	5.9	30016	8d1
25.7	31	11032	9a
6.5	8.35	29983	7d1
0.9	1.6	30022	3
12.9	13.8	30020	7d12
4.2	4.7	29943	3
10.2	16	29948	7c1
7.6	15.7	29968	7c1
12.3	16.3	29956	7c1
0.4	0.7	29973	2
0	0.4	30035	2
1.9	21.4	30079	7d1
0	1	30091	1
2.1	15.8	30058	7c1
11.8	15.8	29988	8d1
4.1	12.3	30024	7c1
3.7	6.9	30037	7c1
0.1	0.8	29976	1-2
15.1	15.7	29995	7c1
0	0.4	30056	3
14.8	22.1	15983	9a
6	9.1	30005	7c1
18	28.4	29948	7c1
28.4	29.5	17349	9a
7.8	9.9	30042	8c1
8.35	15	20756	9a
0.4	2.1	30057	6d1
2.9	9.8	29998	6e1
0.3	1.9	30089	3
0.1	0.6	30004	2
17.1	19.2	29951	7d1
2.3	3.7	30037	7d1
1	2.2	30014	1-2
10.2	11	29978	8c1
12.1	14	30094	8e12
0.6	8.4	25486	7d1
0	0.2	24766	1-2
18	20.5	30020	7d1
26.2	29.8	30085	7c1
0	0.2	25487	1-2
0.2	0.45	29980	2
0.1	0.9	30018	1-2
0.2	1.5	30047	3
0	0.4	29973	2
0.8	4	29977	7c,3
14.8	20	18888	9a
3.2	3.5	29946	2
13.8	18	30020	7c1
28.6	32	10991	9a
8.8	9.5	30098	7d1
0.5	1.3	29969	3
0.1	1	30038	2
24.7	25.5	30000	8c1
1.7	5.1	29982	6e1
0.2	3.2	29946	2
0	0.1	30004	2
9.9	17.5	30043	7c1
0	0.2	30074	1-2
0	0.1	30038	2
0	0.1	30080	1-2
0	0.2	29980	2
2.3	3.1	30032	3
0.2	0.6	25485	2
59.6	60.9	10990	12a
0.4	1.4	30028	2
9	17.5	30067	7d1
0	0.2	30095	1
31	36.6	11032	9a
1.4	2.5	30029	6e1
15.8	17.4	29988	8e1
1.3	4	29970	6b
0	0.4	30028	2
0	0.2	30059	1
25.9	29.8	30069	7d1
9	17	18086	9a
0.4	1.2	29960	1-2
31.7	65	17607	9a
4	10.2	29977	7c1
6.2	11.1	29956	7c1
6.6	9.2	10974	9a
0	0.6	29957	2
30.2	32.6	30076	8c1
15.7	16.7	20519	9a
7	8.4	25488	7d1
27.6	39	30073	7c1
17.5	19	29965	7d1
0.8	1.1	30035	2
17.5	19.8	30068	8d1
20.5	25.7	30020	7c1
0.1	0.5	29969	3
29.8	31.4	30069	7c1
5.7	11.7	30083	7d1
2.8	3.6	29954	2
7	17.5	29965	7c1
0	0.1	29954	2
0.4	0.7	29963	1-2
0.2	1.1	30074	2
0.6	6	30004	2
30.5	52	18098	9a
1.65	7	25488	7d12
12.6	13.7	30009	8d1
26	27.7	16939	9a
0.6	1.6	29957	2
0.9	1.3	30026	6e1
19.2	22.8	29952	8c
3.5	3.7	29946	2
56.4	59.6	10990	12c1
5.9	7.3	30034	7d1
2.5	5.7	30030	7d1
29.5	30	17349	9a
16.5	17.6	30063	8e1
0	0.9	30011	2
0.3	1	30050	3
1.8	10.3	30093	7c1
0	1	29942	2
1.5	7.9	29975	7c1
0.8	2.2	30070	2
3.6	7	29950	6b
27.3	31.7	30087	7c1
0.1	0.5	30078	1-2
0	0.1	29972	1
8.4	10	18767	9a
0.2	0.4	30031	2
1.9	6.7	30090	7e1
0	0.3	30048	1
5.7	9.8	30030	7c1
6.9	30	15981	9a
2.3	7.8	30041	7d1
1.6	2.1	29996	2
11.1	12.3	29956	7c1
2.8	7	29962	7c1
2	9	30003	7c1
5.2	6.2	29947	6c1
0.8	1.2	29996	2
0	0.1	30070	2
0.3	0.7	30053	3
0.7	3.6	29950	6c1
0	0.2	30021	1-2
16	18	29948	7d1
9.5	15	15927	9a
19	19.4	29965	7c1
1.7	5.1	30067	7d1
1	4.2	29942	2
0.2	1.6	24766	1-2
29.8	56	19627	9a
17.5	20	20110	9a
0.2	1.5	29984	1-2
0.2	1	30014	1-2
3.2	4.3	29964	6bc
1.6	2.4	30023	6e1
0.8	0.9	30025	2
1.6	3.1	30097	3
17.7	23.5	29945	7c1
1.25	1.6	30045	3
9.7	16.5	30062	7cd1
0	0.2	29984	1-2
10.9	30	15982	9a
0.1	1.8	30080	1-2
2.4	3.1	30013	7d1
0	0.3	30044	1
7	17.1	29951	7c1
21.4	30.5	30079	7c1
15.7	20	19393	9a
1.1	23.3	30075	7d1
14.9	15.1	29994	8d1
1	1.2	29966	3
1.3	6.5	30027	7d1
39	41	21089	9a
10.3	12.1	30093	7e1
17	41	18086	9a
5.1	11.3	29945	7c1
1.8	2.3	30040	6e1
17.4	19	29989	7c1
0.2	0.5	29996	2
11.3	17.7	29945	7d1
0.4	0.8	30035	2
27.7	30	16939	9a
0.2	0.4	25487	1-2
0	0.1	30078	1-2
3.9	6.2	29955	6c1
0.2	0.9	30021	1-2
0	0.2	29946	2
3.1	8.8	30098	7d1
1.2	2.2	29967	6c1
9.8	30	17292	9a
0	0.1	29976	1-2
17	18.2	10968	9a
0	0.2	30046	1
9.4	12	16539	9a
0.8	1.4	29990	2
25.9	27.6	30072	8c1
3.7	4	29946	2
13.7	21.2	30010	7c1
6.5	7	29965	7d1
2.2	3.9	30015	7d1
5.1	6.5	29983	7e12
6.4	15.2	29971	7c1
11	15.6	29979	7c1
31.4	35	18686	9a
0.2	8.8	30060	7c1
2.4	4.1	30024	7d1
16.9	27.3	30086	8c1
11	24.7	29999	7c1
26	28.6	30001	7c1
0.5	1.1	30078	1-2
23.5	25	19412	9a
6.8	12.9	30019	6d12
12.6	16.9	24767	7c1
0	1	29966	3
4.7	5.1	29944	6c1
1.8	6.2	29986	6e1
0	0.3	30049	1
1.2	2	29961	3
0	2	30002	3
0.6	1	30006	2
1	1.2	30038	2
23.3	24.9	30075	7e12
0	0.2	30014	1-2
1	3.4	30051	7c1
1.2	1.8	30039	3
0.7	1.5	29974	6c1
1.6	12.6	24767	7d1
0	0.4	30054	1
6.5	10.9	30027	7c1
1.7	2.3	30031	2
0.1	1.6	29954	2
5.1	9	30067	7c1
0	0.6	30006	2
24.9	30.2	30075	7c1
0	0.15	29949	1-2
1.6	2.8	29954	2
0	0.4	30065	2
13.1	26.2	30084	8c
0	0.3	30052	1
15.6	22	19219	9a
0.4	6.15	30055	7c1
0.15	0.7	29949	1-2
6.2	11.8	29987	7e1
1.2	1.6	29996	2
5.2	6.4	29970	6d1
1.9	2.1	30080	1-2
1	2.8	30007	6e1
0	0.2	25485	2
18.2	20	21203	9a
17.6	18.2	30064	7cd1
42.1	43.8	20780	9a
10.3	11.1	10976	9a
2.8	12.6	30008	7c1
2.5	3.6	30107	7e
0.5	9.7	16985	9a
66	67	110	11d
14.2	17.5	11130	9a
11.6	14.9	28276	7e1
1	1.6	30111	7e,3
1.05	1.5	30108	2
0	0.4	6436	2
21.5	25	19673	9a
22	32	109	9a
0	0.14	2850	2
5	6	30112	7e
1.5	2	30108	2
0.4	2.9	6436	2
8.2	22.3	20514	9a
1.2	2	30103	2
0	0.3	30114	1-2
0.5	1.05	30108	2
0	1.3	30106	1-2
0.9	5.4	30100	7c1
4.7	8.6	28274	2d
0.4	12.4	29875	7c1
5.9	7.6	30100	7d1,3
0	4.7	28274	2a
0.14	0.8	2850	2
44.15	50	2848	11e1
61	66	109	9ab
14.9	17.5	28276	7e1
17.7	34	6439	9a
0.3	1.4	30114	1-2
0	0.15	30099	2
0.8	1.2	30103	2
1.6	4	30111	7e,3
0.85	1.45	30117	2
1	5	107	6c
0.05	0.35	30117	2
0	1	30110	2
1.5	11.2	2851	7c1
11.2	22	2849	9a
10	11.6	28276	7c1
1.45	1.6	30117	2
2	4.5	30109	7e
0.8	1.5	2850	2
17.5	21.5	28276	7c1
2.3	2.8	30119	8c1
0	0.5	30108	2
3.6	4.6	11132	9b
0.35	0.85	30117	2
0	0.05	30117	2
2.9	3.2	6437	1
12.4	20	19700	9a
0	1	106	1
0	0.1	30103	2
22.3	22.6	30101	8c1
33	53	109	9a
1.4	2.4	30115	4ac
3.2	17.7	6438	7d
1.6	2.3	30118	7d1
5.4	5.9	30100	7d1,3
5	17	107	6ac
0	0.5	30113	1
22	44.15	2849	9a
55	61	109	9b
0	3	30116	4b
0	0.4	29874	1
1.3	2.5	30107	7d
32	33	109	9b
53	55	109	9c
3	4.75	30116	4a
0.1	0.8	30103	2
7.6	8.2	30100	7d1,3
22.6	40.8	30102	9a
2.4	3.9	11135	9a
17	22	107	6e
8.6	10	28275	3d
5.4	14.2	30105	7c1
4.9	10	22168	9a
0.15	0.9	30099	2
2	5.4	30104	6b
2.8	4.9	30120	7d1
11.2	16.3	2673	7d1
0	0.5	2231	1
16.3	41.35	2668	9a
6.7	11.2	2672	6c12
25	87	2233	9a
87	94	2229	12d
2.6	6.7	2671	4a1
125	143.8	2229	12e
0	2.6	2670	2
0.5	25	2232	4c
94	116.8	2229	12d
116.8	125	2229	12d
6.5	7.9	30154	7c1
5.8	9	395	7c1
16.7	21.1	30139	7c1
22	42.8	380	9ab
6.4	8	1533	7d
6	8	30159	8b
0	0.2	1530	1
0	0.2	1517	1
0	0.7	30140	1
43	48	389	9a
0.3	0.6	393	1
0	0.3	393	1
5	16.5	388	7cb1
1.4	2.6	394	3
0	0.6	400	1
4.7	5.1	1533	7d
13.8	14.8	1521	7c
27.8	30.8	1522	9b
0.3	1.7	30157	2
1	3	387	3
11	16.7	30138	8c1
1.4	2	30153	3c
18	20	411	9b
12	13.5	15360	9a
39	40	1522	9b
0.6	1.5	1532	3
13.7	19.5	30142	7c1
8	8.45	1533	7d
26.7	57	1534	9a
54.4	55	1522	9a
0	0.2	30135	1
1.7	6	30158	7c1
26.2	30	405	9a
13	13.4	410	7d1
2.4	7.8	410	7bc
4.2	8.2	30147	6e1
0	0.9	377	2
12	13.8	1521	7c
1.5	4.1	1533	7d
13.1	13.5	30145	7c1
17.8	26	1521	7c
8	24	28314	7bc
0.2	1.8	30149	2
10.6	11	30138	8b
12.4	15.8	403	7d1
1.8	3	30150	6e1
2	7.6	30141	2
8.5	13.1	30144	8e1
8.2	12	30148	7d
3.8	8.5	30143	7c1
0.6	1.6	402	3
13	22	379	7c1
7.8	11	410	7c1
13.5	16	21405	9a
30.8	37	1522	9b
54.5	56.2	30162	8d
28.4	30	411	9a
5.8	12.4	403	7c1
0.4	10.6	30137	6d1
4.1	4.7	1533	7d
8	15	15287	9a
3	3.8	30150	6d1
0	0.3	30156	1
0.4	1.4	30152	2
24	64	11560	9a
21	23	396	9b
0	2.3	30143	7c1
2	3.5	30154	7c1
3	5	388	7b2
37	39	1522	9b
5.1	6.4	1533	7d
2.3	3.8	30143	7e1
2.6	5.8	395	7c1
7.9	8.3	30155	8b
14.8	17.8	1521	7c
0.2	0.4	30136	3
1.6	3	402	3
9.75	12.1	15290	9a
2.8	13	379	7bc
48	54.4	1522	9a
21.2	54.5	1527	9a
0.6	3.9	1519	3
0.2	0.6	1531	2
16.5	43	389	9a
0.7	2	30141	2
0	0.2	408	1
3	5.8	403	7bc
3.8	7.8	30151	7d
8.45	14	1534	9ac
11.1	12	1521	7c
0	0.4	30152	2
13.4	18	410	7c1
3.5	6.5	30154	7c1
0	1	386	1
11	13	410	7c1
15.8	21.4	403	7c1
42.8	45.6	380	9ab
21.1	30	21303	9a
24.8	26.2	405	9a
1	2.4	409	3
21.2	23.6	411	9b
9	11.2	395	7c1
0.2	0.6	1518	2
12.1	14.6	15290	9a
0	8	28314	7d
0	0.2	30149	2
0	0.6	30146	2
20	21.2	411	9b
0.6	1.4	30160	2
23.6	28.4	411	9a
7.8	12	15359	9a
7.6	13.7	30141	2
3.9	11.1	1520	6d
40	48	1522	9b
2	6	1525	6d
0.6	4.2	30147	6d1
26	27.8	1521	7c
14	26.7	1534	9b
0.1	2	1524	2
6	21.2	1526	7de
56.2	63.25	30163	9a
8.3	9.75	30155	8c
0.9	2.8	378	3
0.2	1	408	1
14.6	15.2	15290	9a
21.4	24.8	405	9b
19.5	30	21661	9a
0	0.1	30161	1
11.2	21	395	7c1
14	14.8	18005	9a
14.3	14.65	11432	14-15e
10	14	10049	9a
10	12	15288	9a
4.8	6.5	30169	2cb
0	0.2	30173	2a
1	1.4	30169	2c
0	0.55	30170	2
8	10	10049	9a
1.8	4	30175	7c1
5.2	6	30179	7bc
3.2	4.8	30169	2d
12	14	15288	9a1
4	4.5	30172	7a
0.2	1.4	30174	3c
6	8	30179	7ba
0	2	30176	2a
4.5	5.25	30172	7b
8.6	10.5	18005	9a
14.9	15.15	11432	14-15b
2	2.7	30176	2a
4	5.2	30178	6b
2.7	3	30177	3d
8	10	15288	9b
15.2	16	11432	14-15eb
0.55	1.85	30171	3ce
15.15	15.2	11432	14-15e
6.5	7.1	30169	2d
8	8.6	18005	9a
3	4	30177	3c12
14	15	10049	9a
14.65	14.9	11432	14-15b
9.4	14.3	30169	2
6.7	7.65	30172	7c1
14.8	15.2	18005	9b
7.1	9.4	30169	2a
1.85	4	30172	7c1
7.65	8	18005	9a
0	1	30168	1
10.5	13.1	18005	9a
1.4	3.2	30169	2bc
5.7	6.7	30172	7cb1
1.4	1.8	30174	3c12
4	6	30175	7b
5.25	5.7	30172	7a
6	8	30175	7ba
13.1	14	18005	9a
0	2	26242	2e
25	52.5	23093	9a
1.7	3.7	12648	3
2.5	6.5	12595	6d
0.03	0.45	25643	2
29.2	36	26172	7c
33	42	23097	9a
12.4	16	30216	7d1
0	1	12641	2
5	17	12644	7cb1
0	0.5	12582	1
0	2	23090	2
0.1	0.3	26170	2
52.5	62.5	26174	12d
20.2	21	30217	8c1
13	29	12585	7c
4	9	30214	7c1
0	0.15	30234	1
21.4	22.1	30208	7c1
12.5	23.5	26172	7d
0.45	0.85	25643	2
1	17.3	12616	7d
3.7	13.7	12649	7cb
2.5	34	12606	7d
36	52.5	26173	9a
36.5	57	26183	9a
23.5	27.25	26172	7d
33.5	44.5	30240	9a
23	35.6	12650	9ab
22.1	36.3	30209	9a
0	0.4	12599	1
3	5	12644	7b2
7	25	23092	7d
16	19.05	30196	7d1
10	26	23096	7c
29.3	30.7	30219	8c1
26.9	31.5	30229	7c1
2.6	3	26171	3
43	48	12645	9ab
16	18.2	30238	8d1
57	60	26184	12
0	5.5	26181	1-2
0.5	2.5	12594	3
0.4	4	12600	3
4	30	12601	7d
13.3	17.2	25646	9a
0.12	0.5	30223	2
33.7	43.9	30220	9a
15.6	22.5	30188	7c1
0	0.5	12604	2
0.9	1.6	30132	3
1.2	2.55	30203	6d12
34	52.5	12607	9a
0.85	1.7	25643	2
21	22	30217	8a
5.5	16	26182	7cd
3	7.15	25645	7c1
3.1	4	30213	6d1
2.55	3	30204	7c1
5.5	10	30206	7c1
0	1	12615	1
0	1.7	12647	2
17.3	59.05	12617	9a
1	3	12642	3
0.3	0.9	30131	1-2
19.1	40	21304	9a
10	14	30207	8d1
14	15	30207	8a
10	12.2	30186	7d
3	12.5	26172	7c
59.05	65.4	12618	12d
42	44.5	12654	9ab
33	59.3	12602	9a
5.6	9.4	30237	7d12
20.5	22.6	30198	7c1
9	15	23626	9a
32.5	59.5	12597	9ab
13.7	23	12649	7c1
2	6	26253	2
18.2	19.2	30238	8c1
14	16	30195	8d1
1.6	10.2	30133	6d1
22.6	42.3	30199	9a
0	0.12	30222	1
22	36.5	26182	7cd
0	0.5	12593	1
8	9	23625	7d1
22	22.8	30226	8d1
9.4	14	30195	8c1
4.8	7	30225	7d1
17.2	20	25646	9a
16	20.2	30217	8e1
29	52.5	12586	9a
31.5	32.3	30230	8b
0	0.1	30184	1
0.5	0.8	1513	1
0	1.4	23623	2
20.9	22	30226	8e1
0.5	4.8	30224	6d1,3
25.8	26.9	30228	8c1
0.1	0.8	30185	2
0.8	5.6	30236	6c1
0	0.3	30131	1-2
