Easting;Northing;Elevation
2502774.334;1134299.057;464.1
2502799.334;1134299.057;463.7
2502824.334;1134299.057;463.3
2502849.334;1134299.057;462.9
2502874.334;1134299.057;462.9
2502899.335;1134299.057;461.8
2502924.335;1134299.057;461.2
2502949.335;1134299.057;460.7
2502974.335;1134299.057;460.1
2502999.335;1134299.057;459.6
2503024.335;1134299.057;459
2503049.335;1134299.057;458.5
2503074.335;1134299.057;457.9
2503099.335;1134299.057;457.9
2503124.335;1134299.057;456.5
2503149.335;1134299.057;455.9
2503174.335;1134299.057;455.4
2503199.335;1134299.057;454.9
2503224.335;1134299.057;454.2
2503249.335;1134299.057;453.2
2503274.335;1134299.057;452.2
2503299.335;1134299.057;451.3
2503324.335;1134299.057;451.3
2503349.336;1134299.057;449.2
2503374.336;1134299.057;448.2
2503399.336;1134299.057;447.3
2503424.336;1134299.057;446.7
2503449.336;1134299.057;447.1
2503474.336;1134299.057;447.6
2503499.336;1134299.057;447
2503524.336;1134299.057;446.9
2503549.336;1134299.057;446.9
2503574.336;1134299.057;446.6
2503599.336;1134299.057;446.4
2503624.336;1134299.057;445.8
2503649.336;1134299.057;445.2
2503674.336;1134299.057;444.4
2503699.336;1134299.057;443.6
2503724.336;1134299.057;442.9
2503749.336;1134299.057;442.2
2503774.336;1134299.057;442.2
2503799.337;1134299.057;441.7
2503824.337;1134299.057;441.9
2503849.337;1134299.057;442.1
2503874.337;1134299.057;442.5
2503899.337;1134299.057;442
2503924.337;1134299.057;441.6
2503949.337;1134299.057;441
2503974.337;1134299.057;440.4
2503999.337;1134299.057;440.4
2504024.337;1134299.057;438.3
2504049.337;1134299.057;437.7
2504074.337;1134299.057;437.1
2504099.337;1134299.057;436.6
2504124.337;1134299.057;436
2504149.337;1134299.057;435.1
2504174.337;1134299.057;434.7
2504199.337;1134299.057;434.4
2504224.337;1134299.057;434.4
2504249.338;1134299.057;433.9
2504274.338;1134299.057;433.5
2504299.338;1134299.057;433.2
2504324.338;1134299.057;432.8
2504349.338;1134299.057;432.4
2504374.338;1134299.057;432
2504399.338;1134299.057;431.7
2504424.338;1134299.057;431.4
2504449.338;1134299.057;431.4
2504474.338;1134299.057;430.7
2504499.338;1134299.057;430.2
2504524.338;1134299.057;429.2
2504549.338;1134299.057;428.1
2504574.338;1134299.057;426.9
2504599.338;1134299.057;425.8
2504624.338;1134299.057;424.9
2504649.338;1134299.057;424.3
2504674.338;1134299.057;424.3
2504699.339;1134299.057;423.3
2504724.339;1134299.057;422.8
2504749.339;1134299.057;422.5
2504774.339;1134299.057;422.3
2504799.339;1134299.057;421.9
2504824.339;1134299.057;421.8
2504849.339;1134299.057;421.6
2504874.339;1134299.057;421.2
2504899.339;1134299.057;421.2
2504924.339;1134299.057;420.4
2504949.339;1134299.057;420.1
2504974.339;1134299.057;419.1
2504999.339;1134299.057;416.9
2505024.339;1134299.057;414.7
2505124.339;1134299.057;397.5
2505149.34;1134299.057;394.5
2505174.34;1134299.057;391.7
2505224.34;1134299.057;388.5
2505249.34;1134299.057;387.5
2505274.34;1134299.057;386.4
2505299.34;1134299.057;384.2
2505324.34;1134299.057;384.2
2505374.34;1134299.057;381.9
2505399.34;1134299.057;380.6
2492749.312;1134274.057;940
2492774.312;1134274.057;935.9
2492799.312;1134274.057;926.6
2492824.312;1134274.057;926.6
2492849.312;1134274.057;921.7
2492899.312;1134274.057;904.9
2492924.312;1134274.057;892.9
2492949.313;1134274.057;878.8
2492999.313;1134274.057;854.4
2493024.313;1134274.057;835.1
2493049.313;1134274.057;835.1
2493099.313;1134274.057;821.8
2493124.313;1134274.057;817.2
2493174.313;1134274.057;809.4
2493199.313;1134274.057;804.7
2493224.313;1134274.057;801.8
2493249.313;1134274.057;796.8
2493274.313;1134274.057;796.8
2493299.313;1134274.057;794.4
2493324.313;1134274.057;792.3
2493349.313;1134274.057;791.7
2493374.313;1134274.057;790.4
2493399.314;1134274.057;786.4
2493424.314;1134274.057;783.7
2493449.314;1134274.057;780.9
2493474.314;1134274.057;777.2
2493499.314;1134274.057;777.2
2493524.314;1134274.057;777
2493549.314;1134274.057;776.9
2493574.314;1134274.057;774.1
2493599.314;1134274.057;771.5
2493624.314;1134274.057;770.3
2493649.314;1134274.057;766.2
2493674.314;1134274.057;760.6
2493699.314;1134274.057;741.4
2493724.314;1134274.057;741.4
2493749.314;1134274.057;727.6
2493774.314;1134274.057;714.3
2493799.314;1134274.057;702.2
2493824.314;1134274.057;699.6
2493849.315;1134274.057;703.8
2493874.315;1134274.057;710.7
2493899.315;1134274.057;716.3
2493924.315;1134274.057;732.4
2493949.315;1134274.057;732.4
2493999.315;1134274.057;743.3
2494024.315;1134274.057;748.9
2494049.315;1134274.057;753.5
2494074.315;1134274.057;756
2494099.315;1134274.057;757.6
2494124.315;1134274.057;756.9
2494199.315;1134274.057;748.3
2494224.315;1134274.057;740.4
2494249.315;1134274.057;729.2
2494274.315;1134274.057;727.8
2494299.316;1134274.057;730.9
2494324.316;1134274.057;737.8
2494374.316;1134274.057;736.8
2494399.316;1134274.057;736.8
2494424.316;1134274.057;736.4
2494449.316;1134274.057;735.8
2494474.316;1134274.057;735
2494499.316;1134274.057;733.6
2494524.316;1134274.057;731.5
2494549.316;1134274.057;730.4
2494574.316;1134274.057;731
2494599.316;1134274.057;732.7
2494624.316;1134274.057;732.7
2494649.316;1134274.057;733.4
2494674.316;1134274.057;732
2494699.316;1134274.057;730.6
2494724.316;1134274.057;730.2
2494749.317;1134274.057;729.7
2494774.317;1134274.057;729.2
2494799.317;1134274.057;729.7
2494824.317;1134274.057;731.6
2494849.317;1134274.057;731.6
2494874.317;1134274.057;732.4
2494899.317;1134274.057;733.3
2494924.317;1134274.057;734.6
2494974.317;1134274.057;736.4
2494999.317;1134274.057;737.8
2495024.317;1134274.057;739.8
2495049.317;1134274.057;742.6
2495074.317;1134274.057;742.6
2495099.317;1134274.057;743.1
2495124.317;1134274.057;743.5
2495149.317;1134274.057;744
2495174.317;1134274.057;743.4
2495199.318;1134274.057;743.4
2495224.318;1134274.057;743.4
2495249.318;1134274.057;742.8
2495274.318;1134274.057;740.9
2495299.318;1134274.057;740.9
2495324.318;1134274.057;739.6
2495374.318;1134274.057;734.1
2495449.318;1134274.057;724.9
2495474.318;1134274.057;721.5
2495549.318;1134274.057;708.6
2495599.318;1134274.057;702.5
2495624.318;1134274.057;700.1
2495649.319;1134274.057;696.3
2495674.319;1134274.057;692.9
2495699.319;1134274.057;692.2
2495724.319;1134274.057;692.2
2495749.319;1134274.057;693.1
2495774.319;1134274.057;692.2
2495799.319;1134274.057;690.3
2495824.319;1134274.057;686.4
2495899.319;1134274.057;684.9
2495974.319;1134274.057;687.8
2495999.319;1134274.057;689.1
2496024.319;1134274.057;691.5
2496049.319;1134274.057;695
2496074.319;1134274.057;697.6
2496099.32;1134274.057;699.9
2496149.32;1134274.057;708.7
2496174.32;1134274.057;708.7
2496199.32;1134274.057;713.9
2496224.32;1134274.057;719.4
2496274.32;1134274.057;719.3
2496299.32;1134274.057;723.2
2496324.32;1134274.057;730.2
2496349.32;1134274.057;735
2496374.32;1134274.057;742.4
2496399.32;1134274.057;742.4
2496449.32;1134274.057;752.7
2496474.32;1134274.057;757.3
2496499.32;1134274.057;758
2496524.32;1134274.057;758
2496549.32;1134274.057;760.8
2496574.321;1134274.057;762.6
2496599.321;1134274.057;759.5
2496624.321;1134274.057;759.5
2496649.321;1134274.057;756.9
2496674.321;1134274.057;754.5
2496699.321;1134274.057;751.9
2496724.321;1134274.057;745.9
2496749.321;1134274.057;740.7
2496774.321;1134274.057;737
2496799.321;1134274.057;733.7
2496824.321;1134274.057;720.1
2496849.321;1134274.057;720.1
2496874.321;1134274.057;709.5
2496924.321;1134274.057;693.2
2496949.321;1134274.057;686.4
2496974.321;1134274.057;681.1
2496999.321;1134274.057;676.3
2497024.322;1134274.057;671.6
2497049.322;1134274.057;658.7
2497074.322;1134274.057;658.7
2497099.322;1134274.057;655.8
2497124.322;1134274.057;652.5
2497149.322;1134274.057;649
2497174.322;1134274.057;645.3
2497199.322;1134274.057;642.3
2497249.322;1134274.057;639
2497274.322;1134274.057;637.8
2497299.322;1134274.057;637.8
2497324.322;1134274.057;637.2
2497349.322;1134274.057;636.5
2497374.322;1134274.057;634.9
2497399.322;1134274.057;632.9
2497424.322;1134274.057;631.5
2497449.322;1134274.057;632.6
2497549.323;1134274.057;630.6
2497574.323;1134274.057;629.3
2497624.323;1134274.057;621.8
2497649.323;1134274.057;619.2
2497674.323;1134274.057;616.9
2497699.323;1134274.057;614.2
2497724.323;1134274.057;613.7
2497749.323;1134274.057;613.7
2497774.323;1134274.057;615.6
2497799.323;1134274.057;618.9
2497824.323;1134274.057;621.9
2497849.323;1134274.057;625.3
2497899.323;1134274.057;630.5
2497924.324;1134274.057;633.7
2497999.324;1134274.057;647.2
2498024.324;1134274.057;652
2498074.324;1134274.057;662.3
2498099.324;1134274.057;667.3
2498124.324;1134274.057;671.4
2498149.324;1134274.057;674.4
2498174.324;1134274.057;679.2
2498199.324;1134274.057;679.2
2498224.324;1134274.057;683.2
2498249.324;1134274.057;687.9
2498299.324;1134274.057;691.8
2498324.324;1134274.057;692.3
2498349.324;1134274.057;692.6
2498374.325;1134274.057;692.3
2498399.325;1134274.057;692.6
2498424.325;1134274.057;692.6
2498449.325;1134274.057;693.1
2498474.325;1134274.057;692.8
2498499.325;1134274.057;692.7
2498524.325;1134274.057;692.1
2498549.325;1134274.057;690.7
2498574.325;1134274.057;688.5
2498599.325;1134274.057;685.6
2498624.325;1134274.057;680
2498649.325;1134274.057;680
2498674.325;1134274.057;672.9
2498699.325;1134274.057;668.7
2498724.325;1134274.057;665.6
2498749.325;1134274.057;662.6
2498774.325;1134274.057;659.9
2498874.326;1134274.057;622.2
2498899.326;1134274.057;614.8
2498924.326;1134274.057;607.2
2498949.326;1134274.057;597.5
2498974.326;1134274.057;587
2498999.326;1134274.057;578.1
2499024.326;1134274.057;570.1
2499049.326;1134274.057;565
2499074.326;1134274.057;565
2499099.326;1134274.057;547
2499124.326;1134274.057;538.4
2499149.326;1134274.057;535
2499174.326;1134274.057;531.1
2499199.326;1134274.057;525.7
2499224.326;1134274.057;519.8
2499249.326;1134274.057;512.2
2499274.327;1134274.057;505.9
2499299.327;1134274.057;505.9
2499324.327;1134274.057;499.5
2499349.327;1134274.057;501.5
2499374.327;1134274.057;501.2
2499399.327;1134274.057;500.6
2499424.327;1134274.057;498.9
2499449.327;1134274.057;496.6
2499474.327;1134274.057;494.2
2499499.327;1134274.057;491.9
2499524.327;1134274.057;491.9
2499549.327;1134274.057;487.7
2499574.327;1134274.057;485.7
2499599.327;1134274.057;483.4
2499624.327;1134274.057;481
2499649.327;1134274.057;479.7
2499674.327;1134274.057;479.2
2499699.327;1134274.057;478.7
2499724.328;1134274.057;478.2
2499749.328;1134274.057;478.2
2499774.328;1134274.057;477.4
2499799.328;1134274.057;476.9
2499824.328;1134274.057;476.4
2499849.328;1134274.057;476
2499874.328;1134274.057;475.5
2499899.328;1134274.057;475.1
2499924.328;1134274.057;474.8
2499949.328;1134274.057;474.6
2499974.328;1134274.057;474.6
2499999.328;1134274.057;474.2
2500024.328;1134274.057;474.3
2500049.328;1134274.057;474.4
2500074.328;1134274.057;474.4
2500099.328;1134274.057;474.4
2500124.328;1134274.057;474.3
2500149.328;1134274.057;474.2
2500174.329;1134274.057;474.1
2500199.329;1134274.057;474.1
2500224.329;1134274.057;473.9
2500249.329;1134274.057;473.6
2500274.329;1134274.057;473.4
2500299.329;1134274.057;473.1
2500324.329;1134274.057;472.9
2500349.329;1134274.057;472.7
2500374.329;1134274.057;472.4
2500399.329;1134274.057;472.2
2500424.329;1134274.057;472.2
2500449.329;1134274.057;471.8
2500474.329;1134274.057;471.5
2500499.329;1134274.057;471.1
2500524.329;1134274.057;470.8
2500549.329;1134274.057;470.4
2500574.329;1134274.057;470.1
2500599.329;1134274.057;466
2500624.33;1134274.057;466
2500649.33;1134274.057;466
2500674.33;1134274.057;466
2500699.33;1134274.057;466
2500724.33;1134274.057;466
2500749.33;1134274.057;466
2500774.33;1134274.057;466
2500799.33;1134274.057;466
2500824.33;1134274.057;466
2500849.33;1134274.057;466
2500874.33;1134274.057;466
2500899.33;1134274.057;466
2500924.33;1134274.057;466
2500949.33;1134274.057;466
2500974.33;1134274.057;466
2500999.33;1134274.057;466
2501024.33;1134274.057;466
2501049.33;1134274.057;466
2501074.331;1134274.057;465.9
2501099.331;1134274.057;465.9
2501124.331;1134274.057;465.9
2501149.331;1134274.057;465.9
2501174.331;1134274.057;465.9
2501199.331;1134274.057;465.9
2501224.331;1134274.057;466.1
2501249.331;1134274.057;466.3
2501274.331;1134274.057;466.4
2501299.331;1134274.057;466.5
2501324.331;1134274.057;466.5
2501349.331;1134274.057;466.5
2501374.331;1134274.057;466.4
2501399.331;1134274.057;466.5
2501424.331;1134274.057;466.5
2501449.331;1134274.057;466.6
2501474.331;1134274.057;466.6
2501499.331;1134274.057;466.7
2501524.331;1134274.057;466.9
2501549.332;1134274.057;466.9
2501574.332;1134274.057;467.3
2501599.332;1134274.057;467.5
2501624.332;1134274.057;467.8
2501649.332;1134274.057;467.9
2501674.332;1134274.057;467.9
2501699.332;1134274.057;468
2501724.332;1134274.057;468
2501749.332;1134274.057;468.1
2501774.332;1134274.057;468.1
2501799.332;1134274.057;468.2
2501824.332;1134274.057;468.2
2501849.332;1134274.057;468.2
2501874.332;1134274.057;468.3
2501899.332;1134274.057;468.4
2501924.332;1134274.057;468.6
2501949.332;1134274.057;468.9
2501974.332;1134274.057;468.9
2501999.333;1134274.057;469
2502024.333;1134274.057;469.3
2502049.333;1134274.057;469.5
2502074.333;1134274.057;469.5
2502099.333;1134274.057;469.3
2502124.333;1134274.057;469
2502149.333;1134274.057;468.7
2502174.333;1134274.057;468.6
2502199.333;1134274.057;468.6
2502224.333;1134274.057;468.5
2502249.333;1134274.057;468.5
2502274.333;1134274.057;468.4
2502299.333;1134274.057;468.3
2502324.333;1134274.057;468
2502349.333;1134274.057;468.5
2502374.333;1134274.057;468.9
2502399.333;1134274.057;469.2
2502424.333;1134274.057;469.2
2502449.334;1134274.057;468.9
2502474.334;1134274.057;468.7
2502499.334;1134274.057;468.5
2502524.334;1134274.057;468.1
2502549.334;1134274.057;467.6
2502574.334;1134274.057;467.1
2502599.334;1134274.057;466.5
2502624.334;1134274.057;466.3
2502649.334;1134274.057;466.3
2502674.334;1134274.057;466.2
2502699.334;1134274.057;465
2502724.334;1134274.057;464.6
2502749.334;1134274.057;464.2
2502774.334;1134274.057;463.8
2502799.334;1134274.057;463.4
2502824.334;1134274.057;463.1
2502849.334;1134274.057;462.7
2502874.334;1134274.057;462.7
2502899.335;1134274.057;461.6
2502924.335;1134274.057;461
2502949.335;1134274.057;460.5
2502974.335;1134274.057;460.1
2502999.335;1134274.057;459.6
2503024.335;1134274.057;459.1
2503049.335;1134274.057;458.6
2503074.335;1134274.057;458.1
2503099.335;1134274.057;458.1
2503124.335;1134274.057;456.6
2503149.335;1134274.057;455.9
2503174.335;1134274.057;455.2
2503199.335;1134274.057;454.5
2503224.335;1134274.057;453.5
2503249.335;1134274.057;452.6
2503274.335;1134274.057;451.8
2503299.335;1134274.057;451
2503324.335;1134274.057;451
2503349.336;1134274.057;449
2503374.336;1134274.057;448.1
2503399.336;1134274.057;447.1
2503424.336;1134274.057;446.2
2503449.336;1134274.057;445.9
2503474.336;1134274.057;446.2
2503499.336;1134274.057;446.1
2503524.336;1134274.057;446
2503549.336;1134274.057;446
2503574.336;1134274.057;445.8
2503599.336;1134274.057;445.6
2503624.336;1134274.057;445.3
2503649.336;1134274.057;444.7
2503674.336;1134274.057;444.1
2503699.336;1134274.057;443.4
2503724.336;1134274.057;442.6
2503749.336;1134274.057;441.9
2503774.336;1134274.057;441.9
2503799.337;1134274.057;441.1
2503824.337;1134274.057;441.2
2503849.337;1134274.057;441.4
2503874.337;1134274.057;442.3
2503899.337;1134274.057;441.8
2503924.337;1134274.057;441.3
2503949.337;1134274.057;440.9
2503974.337;1134274.057;440.4
2503999.337;1134274.057;440.4
2504024.337;1134274.057;437.8
2504049.337;1134274.057;437
2504074.337;1134274.057;436.6
2504099.337;1134274.057;436
2504124.337;1134274.057;435.5
2504149.337;1134274.057;434.9
2504174.337;1134274.057;434.4
2504199.337;1134274.057;434.3
2504224.337;1134274.057;434.3
2504249.338;1134274.057;433.7
2504274.338;1134274.057;433.5
2504299.338;1134274.057;433.1
2504324.338;1134274.057;432.7
2504349.338;1134274.057;432.4
2504374.338;1134274.057;432
2504399.338;1134274.057;431.6
2504424.338;1134274.057;431.3
2504449.338;1134274.057;431.3
2504474.338;1134274.057;430.5
2504499.338;1134274.057;430.1
2504524.338;1134274.057;429.2
2504549.338;1134274.057;427.9
2504574.338;1134274.057;426.8
2504599.338;1134274.057;425.6
2504624.338;1134274.057;424.5
2504649.338;1134274.057;423.6
2504674.338;1134274.057;423.6
2504699.339;1134274.057;422.5
2504724.339;1134274.057;422.1
2504749.339;1134274.057;421.8
2504774.339;1134274.057;421.7
2504799.339;1134274.057;421.3
2504824.339;1134274.057;421
2504849.339;1134274.057;421
2504874.339;1134274.057;420.9
2504899.339;1134274.057;420.9
2504924.339;1134274.057;420.1
2504949.339;1134274.057;418.1
2504974.339;1134274.057;416
2505049.339;1134274.057;408.9
2505074.339;1134274.057;398.2
2505099.339;1134274.057;398.2
2505199.34;1134274.057;388.6
2505224.34;1134274.057;387.5
2505274.34;1134274.057;385.4
2505374.34;1134274.057;381
2492749.312;1134249.057;940
2492774.312;1134249.057;935.9
2492799.312;1134249.057;926.6
2492824.312;1134249.057;926.6
2492849.312;1134249.057;921.7
2492899.312;1134249.057;904.9
2492924.312;1134249.057;892.9
2492949.313;1134249.057;878.8
2492999.313;1134249.057;854.4
2493024.313;1134249.057;835.1
2493049.313;1134249.057;835.1
2493099.313;1134249.057;821.8
2493124.313;1134249.057;817.2
2493174.313;1134249.057;809.4
2493199.313;1134249.057;804.7
2493224.313;1134249.057;801.8
2493249.313;1134249.057;796.8
2493274.313;1134249.057;796.8
2493299.313;1134249.057;794.4
2493324.313;1134249.057;792.3
2493349.313;1134249.057;791.7
2493374.313;1134249.057;790.4
2493399.314;1134249.057;786.4
2493424.314;1134249.057;783.7
2493449.314;1134249.057;780.9
2493474.314;1134249.057;777.2
2493499.314;1134249.057;777.2
2493524.314;1134249.057;777
2493549.314;1134249.057;776.9
2493574.314;1134249.057;774.1
2493599.314;1134249.057;771.5
2493624.314;1134249.057;770.3
2493649.314;1134249.057;766.2
2493674.314;1134249.057;760.6
2493699.314;1134249.057;741.4
2493724.314;1134249.057;741.4
2493749.314;1134249.057;727.6
2493774.314;1134249.057;714.3
2493799.314;1134249.057;702.2
2493824.314;1134249.057;699.6
2493849.315;1134249.057;703.8
2493874.315;1134249.057;710.7
2493899.315;1134249.057;716.3
2493924.315;1134249.057;732.4
2493949.315;1134249.057;732.4
2493999.315;1134249.057;743.3
2494024.315;1134249.057;748.9
2494049.315;1134249.057;753.5
2494074.315;1134249.057;756
2494099.315;1134249.057;757.6
2494124.315;1134249.057;756.9
2494199.315;1134249.057;748.3
2494224.315;1134249.057;740.4
2494249.315;1134249.057;729.2
2494274.315;1134249.057;727.8
2494299.316;1134249.057;730.9
2494324.316;1134249.057;737.8
2494374.316;1134249.057;736.8
2494399.316;1134249.057;736.8
2494424.316;1134249.057;736.4
2494449.316;1134249.057;735.8
2494474.316;1134249.057;735
2494499.316;1134249.057;733.6
2494524.316;1134249.057;731.5
2494549.316;1134249.057;730.4
2494574.316;1134249.057;731
2494599.316;1134249.057;732.7
2494624.316;1134249.057;732.7
2494649.316;1134249.057;733.4
2494674.316;1134249.057;732
2494699.316;1134249.057;730.6
2494724.316;1134249.057;730.2
2494749.317;1134249.057;729.7
2494774.317;1134249.057;729.2
2494799.317;1134249.057;729.7
2494824.317;1134249.057;731.6
2494849.317;1134249.057;731.6
2494874.317;1134249.057;732.4
2494899.317;1134249.057;733.3
2494924.317;1134249.057;734.6
2494974.317;1134249.057;736.4
2494999.317;1134249.057;737.8
2495024.317;1134249.057;739.8
2495049.317;1134249.057;742.6
2495074.317;1134249.057;742.6
2495099.317;1134249.057;743.1
2495124.317;1134249.057;743.5
2495149.317;1134249.057;744
2495174.317;1134249.057;743.4
2495199.318;1134249.057;743.4
2495224.318;1134249.057;743.4
2495249.318;1134249.057;742.8
2495274.318;1134249.057;740.9
2495299.318;1134249.057;740.9
2495324.318;1134249.057;739.6
2495374.318;1134249.057;734.1
2495449.318;1134249.057;724.9
2495474.318;1134249.057;721.5
2495549.318;1134249.057;708.6
2495599.318;1134249.057;702.5
2495624.318;1134249.057;700.1
2495649.319;1134249.057;696.3
2495674.319;1134249.057;692.9
2495699.319;1134249.057;692.2
2495724.319;1134249.057;692.2
2495749.319;1134249.057;693.1
2495774.319;1134249.057;692.2
2495799.319;1134249.057;690.3
2495824.319;1134249.057;686.4
2495899.319;1134249.057;684.9
2495974.319;1134249.057;687.8
2495999.319;1134249.057;689.1
2496024.319;1134249.057;691.5
2496049.319;1134249.057;695
2496074.319;1134249.057;697.6
2496099.32;1134249.057;699.9
2496149.32;1134249.057;708.7
2496174.32;1134249.057;708.7
2496199.32;1134249.057;713.9
2496224.32;1134249.057;719.4
2496274.32;1134249.057;719.3
2496299.32;1134249.057;723.2
2496324.32;1134249.057;730.2
2496349.32;1134249.057;735
2496374.32;1134249.057;742.4
2496399.32;1134249.057;742.4
2496449.32;1134249.057;752.7
2496474.32;1134249.057;757.3
2496499.32;1134249.057;758
2496524.32;1134249.057;758
2496549.32;1134249.057;760.8
2496574.321;1134249.057;762.6
2496599.321;1134249.057;759.5
2496624.321;1134249.057;759.5
2496649.321;1134249.057;756.9
2496674.321;1134249.057;754.5
2496699.321;1134249.057;751.9
2496724.321;1134249.057;745.9
2496749.321;1134249.057;740.7
2496774.321;1134249.057;737
2496799.321;1134249.057;733.7
2496824.321;1134249.057;720.1
2496849.321;1134249.057;720.1
2496874.321;1134249.057;709.5
2496924.321;1134249.057;693.2
2496949.321;1134249.057;686.4
2496974.321;1134249.057;681.1
2496999.321;1134249.057;676.3
2497024.322;1134249.057;671.6
2497049.322;1134249.057;658.7
2497074.322;1134249.057;658.7
2497099.322;1134249.057;655.8
2497124.322;1134249.057;652.5
2497149.322;1134249.057;649
2497174.322;1134249.057;645.3
2497199.322;1134249.057;642.3
2497249.322;1134249.057;639
2497274.322;1134249.057;637.8
2497299.322;1134249.057;637.8
2497324.322;1134249.057;637.2
2497349.322;1134249.057;636.5
2497374.322;1134249.057;634.9
2497399.322;1134249.057;632.9
2497424.322;1134249.057;631.5
2497449.322;1134249.057;632.6
2497549.323;1134249.057;630.6
2497574.323;1134249.057;629.3
2497624.323;1134249.057;621.8
2497649.323;1134249.057;619.2
2497674.323;1134249.057;616.9
2497699.323;1134249.057;614.2
2497724.323;1134249.057;613.7
2497749.323;1134249.057;613.7
2497774.323;1134249.057;615.6
2497799.323;1134249.057;618.9
2497824.323;1134249.057;621.9
2497849.323;1134249.057;625.3
2497899.323;1134249.057;630.5
2497924.324;1134249.057;633.7
2497999.324;1134249.057;647.2
2498024.324;1134249.057;652
2498074.324;1134249.057;662.3
2498099.324;1134249.057;667.3
2498124.324;1134249.057;671.4
2498149.324;1134249.057;674.4
2498174.324;1134249.057;679.2
2498199.324;1134249.057;679.2
2498224.324;1134249.057;683.2
2498249.324;1134249.057;687.9
2498299.324;1134249.057;691.8
2498324.324;1134249.057;692.3
2498349.324;1134249.057;692.6
2498374.325;1134249.057;692.3
2498399.325;1134249.057;692.6
2498424.325;1134249.057;692.6
2498449.325;1134249.057;693.1
2498474.325;1134249.057;692.8
2498499.325;1134249.057;692.7
2498524.325;1134249.057;692.1
2498549.325;1134249.057;690.7
2498574.325;1134249.057;688.5
2498599.325;1134249.057;685.6
2498624.325;1134249.057;680
2498649.325;1134249.057;680
2498674.325;1134249.057;672.9
2498699.325;1134249.057;668.7
2498724.325;1134249.057;665.6
2498749.325;1134249.057;662.6
2498774.325;1134249.057;659.9
2498874.326;1134249.057;622.2
2498899.326;1134249.057;614.8
2498924.326;1134249.057;607.2
2498949.326;1134249.057;597.5
2498974.326;1134249.057;587
2498999.326;1134249.057;578.1
2499024.326;1134249.057;570.1
2499049.326;1134249.057;565
2499074.326;1134249.057;565
2499099.326;1134249.057;547
2499124.326;1134249.057;538.4
2499149.326;1134249.057;535
2499174.326;1134249.057;531.1
2499199.326;1134249.057;525.7
2499224.326;1134249.057;519.8
2499249.326;1134249.057;512.2
2499274.327;1134249.057;505.9
2499299.327;1134249.057;505.9
2499324.327;1134249.057;499.5
2499349.327;1134249.057;501.5
2499374.327;1134249.057;501.2
2499399.327;1134249.057;500.6
2499424.327;1134249.057;498.9
2499449.327;1134249.057;496.6
2499474.327;1134249.057;494.2
2499499.327;1134249.057;491.9
2499524.327;1134249.057;491.9
2499549.327;1134249.057;487.7
2499574.327;1134249.057;485.7
2499599.327;1134249.057;483.4
2499624.327;1134249.057;481
2499649.327;1134249.057;479.7
2499674.327;1134249.057;479.2
2499699.327;1134249.057;478.7
2499724.328;1134249.057;478.2
2499749.328;1134249.057;478.2
2499774.328;1134249.057;477.4
2499799.328;1134249.057;476.9
2499824.328;1134249.057;476.4
2499849.328;1134249.057;476
2499874.328;1134249.057;475.5
2499899.328;1134249.057;475.1
2499924.328;1134249.057;474.8
2499949.328;1134249.057;474.6
2499974.328;1134249.057;474.6
2499999.328;1134249.057;474.2
2500024.328;1134249.057;474.3
2500049.328;1134249.057;474.4
2500074.328;1134249.057;474.4
2500099.328;1134249.057;474.4
2500124.328;1134249.057;474.3
2500149.328;1134249.057;474.2
2500174.329;1134249.057;474.1
2500199.329;1134249.057;474.1
2500224.329;1134249.057;473.9
2500249.329;1134249.057;473.6
2500274.329;1134249.057;473.4
2500299.329;1134249.057;473.1
2500324.329;1134249.057;472.9
2500349.329;1134249.057;472.7
2500374.329;1134249.057;472.4
2500399.329;1134249.057;472.2
2500424.329;1134249.057;472.2
2500449.329;1134249.057;471.8
2500474.329;1134249.057;471.5
2500499.329;1134249.057;471.1
2500524.329;1134249.057;470.8
2500549.329;1134249.057;470.4
2500574.329;1134249.057;470.1
2500599.329;1134249.057;466
2500624.33;1134249.057;466
2500649.33;1134249.057;466
2500674.33;1134249.057;466
2500699.33;1134249.057;466
2500724.33;1134249.057;466
2500749.33;1134249.057;466
2500774.33;1134249.057;466
2500799.33;1134249.057;466
2500824.33;1134249.057;466
2500849.33;1134249.057;466
2500874.33;1134249.057;466
2500899.33;1134249.057;466
2500924.33;1134249.057;466
2500949.33;1134249.057;466
2500974.33;1134249.057;466
2500999.33;1134249.057;466
2501024.33;1134249.057;466
2501049.33;1134249.057;466
2501074.331;1134249.057;465.9
2501099.331;1134249.057;465.9
2501124.331;1134249.057;465.9
2501149.331;1134249.057;465.9
2501174.331;1134249.057;465.9
2501199.331;1134249.057;465.9
2501224.331;1134249.057;466.1
2501249.331;1134249.057;466.3
2501274.331;1134249.057;466.4
2501299.331;1134249.057;466.5
2501324.331;1134249.057;466.5
2501349.331;1134249.057;466.5
2501374.331;1134249.057;466.4
2501399.331;1134249.057;466.5
2501424.331;1134249.057;466.5
2501449.331;1134249.057;466.6
2501474.331;1134249.057;466.6
2501499.331;1134249.057;466.7
2501524.331;1134249.057;466.9
2501549.332;1134249.057;466.9
2501574.332;1134249.057;467.3
2501599.332;1134249.057;467.5
2501624.332;1134249.057;467.8
2501649.332;1134249.057;467.9
2501674.332;1134249.057;467.9
2501699.332;1134249.057;468
2501724.332;1134249.057;468
2501749.332;1134249.057;468.1
2501774.332;1134249.057;468.1
